nohup: 忽略输入
[train] device = cuda
[bigvul] split=train  loaded=150908  vuln=8736  benign=142172  skipped=0
[bigvul] split=val    loaded= 18864  vuln=1109  benign=17755  skipped=0
Loading weights:   0%|          | 0/199 [00:00<?, ?it/s]Loading weights: 100%|██████████| 199/199 [00:00<00:00, 30376.92it/s]
[train] ep=0 step=   0  L_total=0.7395  L_ce=0.6648  L_trust=0.7467 (iou=0.000 syn=0.636 pdg=0.857)
[train] ep=0 step=  50  L_total=0.0815  L_ce=0.0102  L_trust=0.7131 (iou=0.000 syn=0.609 pdg=0.818)
[train] ep=0 step= 100  L_total=1.1441  L_ce=0.9761  L_trust=1.6799 (iou=0.931 syn=0.623 pdg=0.875)
[train] ep=0 step=1800  L_total=0.0797  L_ce=0.0023  L_trust=0.7735 (iou=0.000 syn=0.600 pdg=0.947)
[train] ep=0 step=1850  L_total=0.0595  L_ce=0.0045  L_trust=0.5501 (iou=0.000 syn=0.600 pdg=0.500)
[train] ep=0 step=1900  L_total=0.1334  L_ce=0.0056  L_trust=1.2776 (iou=0.600 syn=0.605 pdg=0.750)
[train] ep=0 step=1950  L_total=0.1467  L_ce=0.0045  L_trust=1.4214 (iou=0.678 syn=0.612 pdg=0.875)
[train] ep=0 step=2000  L_total=0.0766  L_ce=0.0153  L_trust=0.6125 (iou=0.000 syn=0.600 pdg=0.625)
[train] ep=0 step=2050  L_total=0.8019  L_ce=0.6286  L_trust=1.7328 (iou=0.999 syn=0.601 pdg=0.866)
[train] ep=0 step=2100  L_total=0.0562  L_ce=0.0071  L_trust=0.4908 (iou=0.000 syn=0.463 pdg=0.519)
[train] ep=0 step=2150  L_total=0.7787  L_ce=0.6653  L_trust=1.1337 (iou=0.333 syn=0.601 pdg=1.000)
[train] ep=0 step=2200  L_total=0.0600  L_ce=0.0064  L_trust=0.5362 (iou=0.000 syn=0.572 pdg=0.500)
[train] ep=0 step=2250  L_total=0.0772  L_ce=0.0050  L_trust=0.7225 (iou=0.000 syn=0.623 pdg=0.822)
[train] ep=0 step=2300  L_total=0.0738  L_ce=0.0105  L_trust=0.6336 (iou=0.000 syn=0.602 pdg=0.665)
[train] ep=0 step=2350  L_total=0.0620  L_ce=0.0045  L_trust=0.5745 (iou=0.000 syn=0.601 pdg=0.548)
[train] ep=0 step=2400  L_total=0.0702  L_ce=0.0066  L_trust=0.6359 (iou=0.000 syn=0.634 pdg=0.638)
[train] ep=0 step=2450  L_total=0.6640  L_ce=0.5978  L_trust=0.6628 (iou=0.000 syn=0.563 pdg=0.763)
[train] ep=0 step=2500  L_total=0.0592  L_ce=0.0056  L_trust=0.5362 (iou=0.000 syn=0.531 pdg=0.541)
[train] ep=0 step=2550  L_total=0.0794  L_ce=0.0094  L_trust=0.7005 (iou=0.000 syn=0.531 pdg=0.870)
[train] ep=0 step=2600  L_total=0.0729  L_ce=0.0082  L_trust=0.6475 (iou=0.000 syn=0.545 pdg=0.750)
[train] ep=0 step=2650  L_total=0.0687  L_ce=0.0035  L_trust=0.6526 (iou=0.000 syn=0.555 pdg=0.750)
[train] ep=0 step=2700  L_total=0.0569  L_ce=0.0053  L_trust=0.5165 (iou=0.000 syn=0.532 pdg=0.501)
[train] ep=0 step=2750  L_total=0.1776  L_ce=0.0101  L_trust=1.6750 (iou=1.000 syn=0.600 pdg=0.750)
[train] ep=0 step=2800  L_total=0.7249  L_ce=0.5849  L_trust=1.3999 (iou=0.662 syn=0.600 pdg=0.875)
[train] ep=0 step=2850  L_total=0.1730  L_ce=0.0104  L_trust=1.6256 (iou=1.000 syn=0.625 pdg=0.626)
[train] ep=0 step=2900  L_total=0.0795  L_ce=0.0057  L_trust=0.7375 (iou=0.000 syn=0.600 pdg=0.875)
[train] ep=0 step=2950  L_total=0.0658  L_ce=0.0079  L_trust=0.5785 (iou=0.000 syn=0.531 pdg=0.626)
[train] ep=0 step=3000  L_total=0.0803  L_ce=0.0072  L_trust=0.7313 (iou=0.000 syn=0.604 pdg=0.858)
[train] ep=0 step=3050  L_total=0.7120  L_ce=0.6542  L_trust=0.5781 (iou=0.000 syn=0.531 pdg=0.625)
[train] ep=0 step=3100  L_total=0.0633  L_ce=0.0021  L_trust=0.6125 (iou=0.000 syn=0.600 pdg=0.625)
[train] ep=0 step=3150  L_total=0.0468  L_ce=0.0060  L_trust=0.4083 (iou=0.000 syn=0.442 pdg=0.375)
[train] ep=0 step=3200  L_total=0.0902  L_ce=0.0164  L_trust=0.7379 (iou=0.000 syn=0.600 pdg=0.876)
[train] ep=0 step=3250  L_total=0.0865  L_ce=0.0127  L_trust=0.7375 (iou=0.000 syn=0.600 pdg=0.875)
[train] ep=0 step=3300  L_total=0.0860  L_ce=0.0039  L_trust=0.8216 (iou=0.000 syn=0.643 pdg=1.000)
[train] ep=0 step=3350  L_total=0.0693  L_ce=0.0080  L_trust=0.6125 (iou=0.000 syn=0.600 pdg=0.625)
[train] ep=0 step=3400  L_total=0.0711  L_ce=0.0032  L_trust=0.6781 (iou=0.000 syn=0.606 pdg=0.750)
[train] ep=0 step=3450  L_total=0.0675  L_ce=0.0097  L_trust=0.5781 (iou=0.000 syn=0.531 pdg=0.625)
[train] ep=0 step=3500  L_total=0.7504  L_ce=0.5955  L_trust=1.5487 (iou=0.956 syn=0.561 pdg=0.625)
[train] ep=0 step=3550  L_total=0.0596  L_ce=0.0080  L_trust=0.5158 (iou=0.000 syn=0.531 pdg=0.500)
[train] ep=0 step=3600  L_total=0.0751  L_ce=0.0075  L_trust=0.6759 (iou=0.000 syn=0.602 pdg=0.750)
[train] ep=0 step=3650  L_total=0.1549  L_ce=0.0093  L_trust=1.4560 (iou=0.781 syn=0.600 pdg=0.750)
[train] ep=0 step=3700  L_total=1.2954  L_ce=1.1295  L_trust=1.6582 (iou=0.947 syn=0.602 pdg=0.821)
[train] ep=0 step=3750  L_total=0.7236  L_ce=0.6183  L_trust=1.0531 (iou=0.600 syn=0.531 pdg=0.375)
[train] ep=0 step=3800  L_total=0.0703  L_ce=0.0090  L_trust=0.6125 (iou=0.000 syn=0.600 pdg=0.625)
[train] ep=0 step=3850  L_total=0.1031  L_ce=0.0392  L_trust=0.6385 (iou=0.000 syn=0.600 pdg=0.677)
[train] ep=0 step=3900  L_total=0.0776  L_ce=0.0038  L_trust=0.7375 (iou=0.000 syn=0.600 pdg=0.875)
[train] ep=0 step=3950  L_total=0.0734  L_ce=0.0121  L_trust=0.6128 (iou=0.000 syn=0.600 pdg=0.626)
[train] ep=0 step=4000  L_total=0.0773  L_ce=0.0125  L_trust=0.6480 (iou=0.000 syn=0.600 pdg=0.696)
[train] ep=0 step=4050  L_total=0.7201  L_ce=0.6464  L_trust=0.7375 (iou=0.000 syn=0.600 pdg=0.875)
[train] ep=0 step=4100  L_total=0.0722  L_ce=0.0047  L_trust=0.6750 (iou=0.000 syn=0.600 pdg=0.750)
[train] ep=0 step=4150  L_total=0.1174  L_ce=0.0041  L_trust=1.1333 (iou=0.333 syn=0.600 pdg=1.000)
[train] ep=0 step=4200  L_total=0.0912  L_ce=0.0174  L_trust=0.7376 (iou=0.000 syn=0.600 pdg=0.875)
[train] ep=0 step=4250  L_total=0.0705  L_ce=0.0096  L_trust=0.6086 (iou=0.000 syn=0.534 pdg=0.683)
[train] ep=0 step=4300  L_total=0.6625  L_ce=0.6138  L_trust=0.4875 (iou=0.000 syn=0.600 pdg=0.375)
[train] ep=0 step=4350  L_total=0.6173  L_ce=0.5567  L_trust=0.6068 (iou=0.000 syn=0.464 pdg=0.750)
[train] ep=0 step=4400  L_total=0.0719  L_ce=0.0044  L_trust=0.6750 (iou=0.000 syn=0.600 pdg=0.750)
[train] ep=0 step=4450  L_total=0.1628  L_ce=0.0083  L_trust=1.5447 (iou=1.000 syn=0.463 pdg=0.627)
[train] ep=0 step=4500  L_total=0.0668  L_ce=0.0072  L_trust=0.5956 (iou=0.000 syn=0.531 pdg=0.660)
[train] ep=0 step=4550  L_total=0.8400  L_ce=0.6918  L_trust=1.4819 (iou=0.875 syn=0.531 pdg=0.682)
[train] ep=0 step=4600  L_total=0.0632  L_ce=0.0075  L_trust=0.5567 (iou=0.000 syn=0.600 pdg=0.513)
[train] ep=0 step=4650  L_total=0.0849  L_ce=0.0049  L_trust=0.8000 (iou=0.000 syn=0.600 pdg=1.000)
[train] ep=0 step=4700  L_total=0.0769  L_ce=0.0031  L_trust=0.7375 (iou=0.000 syn=0.600 pdg=0.875)
[train] ep=0 step=4750  L_total=0.0772  L_ce=0.0035  L_trust=0.7375 (iou=0.000 syn=0.600 pdg=0.875)
[train] ep=0 step=4800  L_total=0.0732  L_ce=0.0057  L_trust=0.6750 (iou=0.000 syn=0.600 pdg=0.750)
[train] ep=0 step=4850  L_total=0.0902  L_ce=0.0089  L_trust=0.8129 (iou=0.000 syn=0.626 pdg=1.000)
[train] ep=0 step=4900  L_total=0.0808  L_ce=0.0027  L_trust=0.7810 (iou=0.000 syn=0.600 pdg=0.962)
[train] ep=0 step=4950  L_total=0.1692  L_ce=0.0061  L_trust=1.6304 (iou=0.997 syn=0.590 pdg=0.676)
[train] ep=0 step=5000  L_total=0.0678  L_ce=0.0066  L_trust=0.6125 (iou=0.000 syn=0.600 pdg=0.625)
[train] ep=0 step=5050  L_total=0.0919  L_ce=0.0048  L_trust=0.8702 (iou=0.167 syn=0.532 pdg=0.875)
[train] ep=0 step=5100  L_total=0.0832  L_ce=0.0031  L_trust=0.8010 (iou=0.000 syn=0.602 pdg=1.000)
[train] ep=0 step=5150  L_total=0.0268  L_ce=0.0135  L_trust=0.1334 (iou=0.000 syn=0.197 pdg=0.070)
[train] ep=0 step=5200  L_total=0.0125  L_ce=0.0025  L_trust=0.1000 (iou=0.000 syn=0.075 pdg=0.125)
[train] ep=0 step=5250  L_total=0.0091  L_ce=0.0091  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5300  L_total=0.0067  L_ce=0.0067  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5350  L_total=1.3595  L_ce=1.2995  L_trust=0.6000 (iou=0.500 syn=0.075 pdg=0.125)
[train] ep=0 step=5400  L_total=0.0311  L_ce=0.0137  L_trust=0.1741 (iou=0.000 syn=0.152 pdg=0.196)
[train] ep=0 step=5450  L_total=0.0052  L_ce=0.0052  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5500  L_total=0.0064  L_ce=0.0064  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5550  L_total=0.0065  L_ce=0.0065  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5600  L_total=0.0037  L_ce=0.0037  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5650  L_total=0.0036  L_ce=0.0036  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5700  L_total=1.0447  L_ce=1.0443  L_trust=0.0030 (iou=0.000 syn=0.002 pdg=0.004)
[train] ep=0 step=5750  L_total=0.0071  L_ce=0.0071  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5800  L_total=0.0043  L_ce=0.0043  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5850  L_total=0.0029  L_ce=0.0029  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5900  L_total=0.0049  L_ce=0.0049  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=5950  L_total=0.0087  L_ce=0.0087  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6000  L_total=0.1182  L_ce=0.0082  L_trust=1.1000 (iou=1.000 syn=0.075 pdg=0.125)
[train] ep=0 step=6050  L_total=0.0053  L_ce=0.0053  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6100  L_total=0.0122  L_ce=0.0074  L_trust=0.0484 (iou=0.000 syn=0.077 pdg=0.020)
[train] ep=0 step=6150  L_total=0.0056  L_ce=0.0056  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6200  L_total=0.0036  L_ce=0.0036  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6250  L_total=0.0907  L_ce=0.0070  L_trust=0.8372 (iou=0.778 syn=0.119 pdg=0.000)
[train] ep=0 step=6300  L_total=0.0042  L_ce=0.0042  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6350  L_total=0.0099  L_ce=0.0097  L_trust=0.0017 (iou=0.000 syn=0.003 pdg=0.000)
[train] ep=0 step=6400  L_total=0.0085  L_ce=0.0085  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6450  L_total=0.1091  L_ce=0.0041  L_trust=1.0503 (iou=0.773 syn=0.225 pdg=0.330)
[train] ep=0 step=6500  L_total=0.0160  L_ce=0.0160  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6550  L_total=0.0839  L_ce=0.0025  L_trust=0.8143 (iou=0.714 syn=0.075 pdg=0.125)
[train] ep=0 step=6600  L_total=0.0029  L_ce=0.0029  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6650  L_total=0.1035  L_ce=0.0041  L_trust=0.9946 (iou=0.857 syn=0.150 pdg=0.125)
[train] ep=0 step=6700  L_total=0.0049  L_ce=0.0049  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6750  L_total=0.0135  L_ce=0.0135  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6800  L_total=0.0522  L_ce=0.0085  L_trust=0.4376 (iou=0.338 syn=0.075 pdg=0.125)
[train] ep=0 step=6850  L_total=0.0165  L_ce=0.0064  L_trust=0.1007 (iou=0.001 syn=0.075 pdg=0.125)
[train] ep=0 step=6900  L_total=0.0057  L_ce=0.0057  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=6950  L_total=0.0053  L_ce=0.0053  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7000  L_total=0.3524  L_ce=0.2526  L_trust=0.9981 (iou=0.996 syn=0.002 pdg=0.002)
[train] ep=0 step=7050  L_total=0.0055  L_ce=0.0055  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7100  L_total=0.5323  L_ce=0.5319  L_trust=0.0033 (iou=0.000 syn=0.006 pdg=0.000)
[train] ep=0 step=7150  L_total=0.0040  L_ce=0.0040  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7200  L_total=0.0288  L_ce=0.0234  L_trust=0.0543 (iou=0.000 syn=0.077 pdg=0.032)
[train] ep=0 step=7250  L_total=0.0084  L_ce=0.0084  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7300  L_total=0.0067  L_ce=0.0067  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7350  L_total=0.7965  L_ce=0.6965  L_trust=1.0000 (iou=1.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7400  L_total=0.0056  L_ce=0.0056  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7450  L_total=0.0104  L_ce=0.0064  L_trust=0.0400 (iou=0.000 syn=0.030 pdg=0.050)
[train] ep=0 step=7500  L_total=0.0070  L_ce=0.0070  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7550  L_total=0.7591  L_ce=0.6591  L_trust=1.0000 (iou=1.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7600  L_total=0.0103  L_ce=0.0103  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7650  L_total=0.0138  L_ce=0.0038  L_trust=0.1000 (iou=0.000 syn=0.075 pdg=0.125)
[train] ep=0 step=7700  L_total=0.6987  L_ce=0.5987  L_trust=1.0000 (iou=1.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7750  L_total=0.0656  L_ce=0.0056  L_trust=0.6000 (iou=0.500 syn=0.075 pdg=0.125)
[train] ep=0 step=7800  L_total=0.7098  L_ce=0.6998  L_trust=0.0994 (iou=0.000 syn=0.075 pdg=0.124)
[train] ep=0 step=7850  L_total=0.0172  L_ce=0.0072  L_trust=0.1000 (iou=0.000 syn=0.075 pdg=0.125)
[train] ep=0 step=7900  L_total=0.0057  L_ce=0.0057  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=7950  L_total=0.6643  L_ce=0.6543  L_trust=0.1000 (iou=0.000 syn=0.075 pdg=0.125)
[train] ep=0 step=8000  L_total=0.0058  L_ce=0.0058  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8050  L_total=0.1045  L_ce=0.0045  L_trust=1.0000 (iou=0.913 syn=0.075 pdg=0.099)
[train] ep=0 step=8100  L_total=0.0028  L_ce=0.0028  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8150  L_total=0.0058  L_ce=0.0058  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8200  L_total=0.0045  L_ce=0.0045  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8250  L_total=0.0059  L_ce=0.0059  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8300  L_total=0.0402  L_ce=0.0074  L_trust=0.3279 (iou=0.169 syn=0.193 pdg=0.125)
[train] ep=0 step=8350  L_total=0.0021  L_ce=0.0021  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8400  L_total=0.0144  L_ce=0.0044  L_trust=0.1000 (iou=0.000 syn=0.075 pdg=0.125)
[train] ep=0 step=8450  L_total=0.0034  L_ce=0.0034  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8500  L_total=0.0208  L_ce=0.0086  L_trust=0.1219 (iou=0.000 syn=0.119 pdg=0.125)
[train] ep=0 step=8550  L_total=0.0083  L_ce=0.0083  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8600  L_total=0.0048  L_ce=0.0048  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8650  L_total=0.0092  L_ce=0.0092  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8700  L_total=0.1162  L_ce=0.0074  L_trust=1.0882 (iou=0.988 syn=0.076 pdg=0.125)
[train] ep=0 step=8750  L_total=0.0067  L_ce=0.0067  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8800  L_total=0.0089  L_ce=0.0089  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8850  L_total=0.0068  L_ce=0.0068  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=8900  L_total=0.6306  L_ce=0.5202  L_trust=1.1043 (iou=1.000 syn=0.084 pdg=0.125)
[train] ep=0 step=8950  L_total=0.0676  L_ce=0.0076  L_trust=0.5999 (iou=0.500 syn=0.075 pdg=0.124)
[train] ep=0 step=9000  L_total=0.1099  L_ce=0.0039  L_trust=1.0597 (iou=1.000 syn=0.115 pdg=0.004)
[train] ep=0 step=9050  L_total=0.0036  L_ce=0.0036  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9100  L_total=0.0666  L_ce=0.0566  L_trust=0.1002 (iou=0.000 syn=0.077 pdg=0.124)
[train] ep=0 step=9150  L_total=0.0137  L_ce=0.0037  L_trust=0.1000 (iou=0.000 syn=0.075 pdg=0.125)
[train] ep=0 step=9200  L_total=0.0048  L_ce=0.0048  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9250  L_total=0.0754  L_ce=0.0054  L_trust=0.7000 (iou=0.600 syn=0.075 pdg=0.125)
[train] ep=0 step=9300  L_total=0.0069  L_ce=0.0069  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9350  L_total=0.7019  L_ce=0.7019  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9400  L_total=0.0267  L_ce=0.0129  L_trust=0.1376 (iou=0.000 syn=0.150 pdg=0.125)
[train] ep=0 step=9450  L_total=0.4154  L_ce=0.4099  L_trust=0.0547 (iou=0.000 syn=0.075 pdg=0.034)
[train] ep=0 step=9500  L_total=0.6927  L_ce=0.6927  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9550  L_total=0.0600  L_ce=0.0556  L_trust=0.0447 (iou=0.000 syn=0.066 pdg=0.024)
[train] ep=0 step=9600  L_total=0.0029  L_ce=0.0029  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9650  L_total=0.0064  L_ce=0.0064  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9700  L_total=0.8167  L_ce=0.7167  L_trust=1.0000 (iou=1.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9750  L_total=0.0021  L_ce=0.0021  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9800  L_total=0.0052  L_ce=0.0052  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9850  L_total=0.0063  L_ce=0.0063  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=9900  L_total=0.7789  L_ce=0.6752  L_trust=1.0375 (iou=1.000 syn=0.075 pdg=0.000)
[train] ep=0 step=9950  L_total=0.0038  L_ce=0.0038  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=10000  L_total=0.0206  L_ce=0.0106  L_trust=0.1000 (iou=0.000 syn=0.075 pdg=0.125)
[train] ep=0 step=10050  L_total=0.6077  L_ce=0.6077  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=10100  L_total=0.6759  L_ce=0.6759  L_trust=0.0000 (iou=0.000 syn=0.000 pdg=0.000)
[train] ep=0 step=10150  L_total=0.1164  L_ce=0.0090  L_trust=1.0734 (iou=0.969 syn=0.083 pdg=0.125)
